Title,channel_title,published_at,category_id,view_count,like_count,comment_count,favorite_count,duration,definition,caption,engagement_rate,likes_to_views_ratio,comments_to_views_ratio,duration_seconds,video_age_days
Python for Beginners – Full Course [Programming Tutorial],freeCodeCamp.org,2022-08-09 12:54:23+00:00,27,3945712,75028,1612,0,PT4H40M,hd,FALSE,0.01942361241,0.01901506775,0.0004085446661,16800,1196
Python Tutorial for Beginners 1: Install and Setup for Mac and Windows,Corey Schafer,2017-05-17 15:30:00+00:00,27,3912372,46350,1383,0,PT15M29S,hd,FALSE,0.01220052383,0.01184702992,0.0003534939025,929,3106
Lecture 2 : Strings & Conditional Statements | Python Full Course,Shradha Khapra,2024-01-28 10:19:31+00:00,22,3885379,51299,2660,0,PT55M41S,hd,FALSE,0.0138877021,0.01320308438,0.0006846177208,3341,659
Python Object Oriented Programming (OOP) - For Beginners,Tech With Tim,2020-03-29 17:02:09+00:00,27,3825531,103611,2779,0,PT53M6S,hd,FALSE,0.02781051106,0.02708407615,0.0007264349115,3186,2059
How to Learn to Code,Gohar Khan,2025-07-09 19:17:24+00:00,27,5180273,217927,2819,0,PT1M13S,hd,FALSE,0.04261280388,0.04206862417,0.0005441797094,73,131
Some Amazing Python Programs - The Power of Python | Python Tutorial - Day #2,CodeWithHarry,2022-11-29 11:30:07+00:00,27,3411172,77142,3189,0,PT8M38S,hd,TRUE,0.0235493773,0.02261450826,0.0009348690319,518,1084
How to confuse a Python Developer?,CodeWithHarry,2022-05-11 17:00:09+00:00,27,3981007,89440,1251,0,PT15S,hd,FALSE,0.02278091378,0.02246667176,0.0003142420211,15,1286
Python in 100 Seconds,Fireship,2021-10-25 15:19:28+00:00,28,2951571,114053,1795,0,PT2M24S,hd,FALSE,0.0392495931,0.03864144259,0.0006081505042,144,1484
EASY Python Mistake!! #python #programming #coding,b001,2023-06-17 19:08:22+00:00,27,3004855,139564,1909,0,PT58S,hd,FALSE,0.04708145748,0.04644615249,0.0006353049863,58,884
you need to learn Python RIGHT NOW!! // EP 1,NetworkChuck,2021-08-14 17:22:45+00:00,28,2788724,111764,5154,0,PT17M42S,hd,TRUE,0.04192525258,0.04007709616,0.001848156416,1062,1556
"100-Day Roadmap to Master #pythonprogramming  #javaprogramming , and #javascript",Coding With Sagar,2024-08-11 11:09:23+00:00,27,3340615,193262,1962,0,PT1M1S,hd,FALSE,0.05843952133,0.0578522045,0.0005873168302,61,463
Create a Spiderman using python coding |python programer| #tech #python #coding,Tech Owner,2022-06-28 04:40:16+00:00,28,2876992,117152,1177,0,PT59S,hd,FALSE,0.04112940143,0.04072029372,0.0004091077038,59,1239
Python In Telugu For Beginners || Python Complete Course In Telugu || Python suresh techs || Python,Suresh techs,2021-05-29 02:30:14+00:00,27,2617324,57104,4101,0,PT11H13M3S,hd,FALSE,0.02338456248,0.02181769555,0.001566866935,40383,1634
Lecture 3 : List & Tuple in Python | Python Full Course,Shradha Khapra,2024-01-29 15:19:16+00:00,22,2491917,34224,1661,0,PT41M46S,hd,FALSE,0.01440055411,0.01373399927,0.0006665548385,2506,658
Python Full Course For Beginners [Tutorial] 2023 | Python One Shot | College Wallah,College Wallah,2023-09-24 13:30:12+00:00,27,2478113,53827,1437,0,PT11H38M54S,hd,FALSE,0.02230083039,0.02172095392,0.0005798764706,41934,785
Data Analytics FULL Course for Beginners to Pro in 29 HOURS - 2025 Edition,WsCube Tech,2024-01-07 13:30:10+00:00,27,7612848,210677,5817,0,P1DT5H13M47S,hd,FALSE,0.02843797375,0.02767387085,0.0007641029002,105227,680
"Python for Data Science - Course for Beginners (Learn Python, Pandas, NumPy, Matplotlib)",freeCodeCamp.org,2020-06-02 14:05:17+00:00,27,4567664,98284,1704,0,PT12H19M52S,hd,TRUE,0.02189039695,0.02151733982,0.0003730571309,44392,1994
Data Science Full Course - Learn Data Science in 10 Hours | Data Science For Beginners | Edureka,edureka!,2019-08-18 08:30:02+00:00,27,4548678,90600,752,0,PT10H23M57S,hd,TRUE,0.02008319338,0.01991787066,0.0001653227234,37437,2284
Data Science In 5 Minutes | Data Science For Beginners | What Is Data Science? | Simplilearn,Simplilearn,2018-12-04 14:30:01+00:00,27,4462089,62482,1101,0,PT4M38S,hd,FALSE,0.01424960052,0.01400285516,0.0002467453592,278,2540
What REALLY is Data Science? Told by a Data Scientist,Joma Tech,2018-06-23 01:51:50+00:00,22,4089855,154299,3757,0,PT10M33S,hd,TRUE,0.03864585941,0.03772724516,0.0009186142495,633,2705
"Data Analysis with Python - Full Course for Beginners (Numpy, Pandas, Matplotlib, Seaborn)",freeCodeCamp.org,2020-04-15 13:19:55+00:00,27,3955940,79316,1074,0,PT4H22M13S,hd,TRUE,0.02032133442,0.02004984402,0.0002714903989,15733,2042
Statistics - A Full University Course on Data Science Basics,freeCodeCamp.org,2019-06-12 14:59:55+00:00,27,3554003,77271,1156,0,PT8H15M4S,hd,TRUE,0.02206722333,0.0217419564,0.0003252669384,29704,2350
AI VS ML VS DL VS Data Science,Krish Naik,2019-11-26 14:40:58+00:00,27,2959071,70501,1783,0,PT9M45S,hd,FALSE,0.02442792876,0.02382537498,0.0006025537736,585,2183
What is Data Science? | Complete RoadMap | Simply Explained,Apna College,2021-11-11 16:23:54+00:00,27,2657742,108710,2843,0,PT7M54S,hd,FALSE,0.04197283184,0.0409031272,0.001069704633,474,1467
"IBM Data Analyst Complete Course | Data Analyst Tutorial For Beginners,",My Lesson,2022-11-17 23:08:16+00:00,28,2596685,73753,851,0,PT15H18M23S,hd,FALSE,0.02873046645,0.02840274103,0.0003277254162,55103,1096
What is Data Science? | Completely RoadMap | Simply Explained by Shradha Khapra Ma'am,Apna College,2023-09-13 15:15:55+00:00,27,2066589,73793,2397,0,PT12M36S,hd,FALSE,0.0368674967,0.03570761496,0.001159881738,756,796
Data Science for Beginners | Google Advanced Data Analytics Certificate,Google Career Certificates,2023-04-06 17:00:03+00:00,28,1928768,1785,91,0,PT1H38M55S,hd,TRUE,0.0009726410991,0.0009254607472,4.72E-05,5935,956
What is Data Science?,CodeWithHarry,2021-06-07 16:00:33+00:00,27,1909497,64869,1540,0,PT6M30S,hd,TRUE,0.03477825062,0.03397175593,0.0008064946913,390,1624
Fix this before you choose Data Science! #datascientist #shorts #developer #programming,BEPEC,2021-07-08 12:38:50+00:00,27,1928437,58538,398,0,PT31S,hd,FALSE,0.03056152181,0.03035513716,0.0002063846491,31,1593
Don't Become a Data Analyst if,Sundas Khalid,2024-08-13 14:08:48+00:00,28,2358888,62621,888,0,PT1M,hd,FALSE,0.02692326769,0.02654681929,0.0003764484043,60,461
Data Engineer vs Data Scientist #shorts,Income Interviews,2023-06-13 18:35:43+00:00,22,1889198,63727,423,0,PT1M,hd,FALSE,0.0339561899,0.03373228548,0.0002239044166,60,888
Data Analyst Explained in 1 Minute ! 📚 #shorts #dataanalyst,Error Makes Clever,2023-05-21 08:29:54+00:00,27,1840771,124355,513,0,PT59S,hd,FALSE,0.06783458245,0.06755589503,0.0002786874203,59,912
Is Data Science Hard or Easy?? #dataanalytics #datascience,BEPEC,2023-05-16 13:57:18+00:00,27,1772439,89929,329,0,PT59S,hd,FALSE,0.05092302137,0.05073740155,0.0001856198235,59,916
Excel for Data Analytics - Full Course for Beginners,Luke Barousse,2024-10-14 12:01:06+00:00,28,1647329,42627,2162,0,PT10H59M43S,hd,FALSE,0.02718884498,0.0258764182,0.001312426775,39583,399
All Machine Learning algorithms explained in 17 min,Infinite Codes,2024-09-17 08:57:32+00:00,27,1568337,59865,553,0,PT16M30S,hd,FALSE,0.03852358356,0.038170981,0.000352602564,990,427
How I Would Learn Python FAST (if I could start over),Thu Vu,2024-06-19 15:04:05+00:00,28,1471305,51961,1018,0,PT12M19S,hd,FALSE,0.03600814514,0.03531624285,0.0006919022963,739,516
How to become a Data Analyst? | Complete Roadmap for Data Analyst🔥,CodeWithHarry,2024-07-16 11:30:17+00:00,27,1389516,46894,1590,0,PT15M20S,hd,FALSE,0.03489270013,0.03374841762,0.00114428251,920,489
AI-ML Engineering Vs Computer Science Engineering which one would you choose?,CareerGuide.com,2025-06-13 05:04:46+00:00,27,1745232,43980,656,0,PT45S,hd,FALSE,0.02557595461,0.02520007357,0.0003758810428,45,158
Real Salary of Data Scientist in Bangalore!,Suman Mpm,2025-02-04 14:53:19+00:00,22,1733160,44988,294,0,PT50S,hd,FALSE,0.02612682838,0.02595719613,0.00016963225,50,286
Build 12 Data Science Apps with Python and Streamlit - Full Course,freeCodeCamp.org,2021-01-07 15:24:06+00:00,27,1336420,32009,538,0,PT3H11M52S,hd,FALSE,0.02435385257,0.02395128481,0.0004025677537,11512,1775
Data Science FULL Course for Beginners in 27 HOURS - 2025 Edition,WsCube Tech,2024-06-11 13:30:30+00:00,27,1324303,38295,973,0,P1DT3H48M45S,hd,FALSE,0.029651802,0.02891707644,0.0007347255615,100125,524
Python for Data Science Full Course | Data Science Tutorials for Beginners in 2022 | Great Learning,Great Learning,2021-03-07 06:31:52+00:00,27,1284953,29330,838,0,PT10H12M8S,hd,FALSE,0.02347788325,0.02282571983,0.0006521634237,36728,1717
How to learn Data Science? In Short,Apna College,2023-10-19 15:41:19+00:00,27,1303932,84256,274,0,PT47S,hd,FALSE,0.06482695046,0.06461681697,0.0002101334961,47,760
Data Analyst vs Data Scientist vs  vs Data Engineer | Difference Explained,Apna College,2024-01-13 15:03:11+00:00,27,1122469,36356,1329,0,PT13M29S,hd,FALSE,0.03357328035,0.03238928435,0.001183996009,809,674
How much does a DATA SCIENTIST make?,Broke Brothers,2023-04-18 14:52:59+00:00,22,1126651,35556,327,0,PT34S,hd,FALSE,0.03184923117,0.03155899071,0.0002902404647,34,944
Full Guide Belajar CODING untuk Pemula 💻📚,xaviera putri,2023-12-01 12:00:23+00:00,22,1105250,49504,1163,0,PT19M10S,hd,FALSE,0.04584207569,0.04478982602,0.00105224967,1150,717
Learn SQL Beginner to Advanced in Under 4 Hours,Alex The Analyst,2024-10-08 12:00:27+00:00,27,1100219,21763,833,0,PT4H4M58S,hd,FALSE,0.02053771064,0.01978058934,0.000757121303,14698,405
Intro a Data Science con Python Desde Cero,Frank Andrade,2021-12-28 17:00:46+00:00,22,1074896,13857,270,0,PT3H51M32S,hd,FALSE,0.0131426546,0.01289146774,0.0002511868579,13892,1420
Data Engineer vs. Data Scientist ft. @eczachly_,Sundas Khalid,2024-11-18 15:08:49+00:00,28,1552154,39747,405,0,PT53S,hd,FALSE,0.0258685505,0.02560762295,0.0002609275491,53,364
Learn Machine Learning Like a GENIUS and Not Waste Time,Infinite Codes,2024-11-14 15:44:06+00:00,27,1066052,66417,704,0,PT15M3S,hd,FALSE,0.06296216042,0.06230178049,0.0006603799248,903,368
Python for Data Analytics - Full Course for Beginners,Luke Barousse,2024-06-07 12:01:05+00:00,28,1030756,28391,872,0,PT11H9M41S,hd,FALSE,0.02838981448,0.02754383429,0.0008459801874,40181,528
Software Engineer vs Data Scientist 😎 ft. @SajjaadKhader & Megan,Sundas Khalid,2024-04-25 04:22:53+00:00,28,1271132,32844,308,0,PT29S,hd,FALSE,0.02608066976,0.02583836624,0.0002423035198,29,572
I can't STOP reading these Machine Learning Books!,Nicholas Renotte,2023-01-24 02:32:13+00:00,28,1189069,73052,250,0,PT26S,hd,FALSE,0.06164649684,0.0614362485,0.0002102483453,26,1029
How much does a DATA SCIENTIST make? #shorts #ytshorts #techjobsin2minutes,Tech Stories in 2 Minutes,2024-06-19 15:00:40+00:00,27,1287173,31618,264,0,PT35S,hd,FALSE,0.02476899005,0.02456388958,0.0002051004759,35,516
Data Science Course for Beginners (11 Hours Data Science Tutorial),Great Learning,2020-02-03 12:56:37+00:00,27,1006830,29330,511,0,PT11H9M27S,hd,FALSE,0.02963853914,0.0291310061,0.0005075330418,40167,2114
How I'd become a data analyst (if i had to start over) in 2025,Agatha,2024-01-12 14:00:27+00:00,22,966949,46020,1144,0,PT8M57S,hd,TRUE,0.0487760484,0.04759294689,0.001183101505,537,675
Data Analyst Salary & Job Market in 2025 #DataAnalyst #DataScience #DataAnalystSalary  #BigData #ai,Zubani Jack,2024-10-16 11:45:53+00:00,19,1231493,40648,433,0,PT50S,hd,FALSE,0.03335866841,0.03300706297,0.0003516054483,50,397
AI vs ML vs DL vs DS: What's the Difference?,GeeksforGeeks,2025-01-25 03:30:15+00:00,27,1335691,55591,146,0,PT1M2S,hd,FALSE,0.04172893152,0.04161962488,0.0001093066366,62,297
Software Engineer Vs Data Science in 2025 👀 @meglovesdata,Sajjaad Khader,2025-05-12 14:44:00+00:00,27,1769525,27075,493,0,PT32S,hd,FALSE,0.01557931333,0.01530070765,0.0002786056831,32,189
HTML Tutorial for Beginners | Complete HTML with Notes & Code,Apna College,2022-03-22 15:30:08+00:00,27,26688082,494207,24551,0,PT2H6M,hd,FALSE,0.01943781425,0.01851789055,0.0009199236978,7560,1336
How to Make a Website in 10 mins - 2025 Simple & Easy,Website Learners,2018-01-03 15:32:33+00:00,26,19583119,396640,16522,0,PT12M22S,hd,TRUE,0.02109786387,0.02025417809,0.0008436857865,742,2875
HTML & CSS Full Course - Beginner to Pro,SuperSimpleDev,2022-02-05 16:41:52+00:00,27,17223417,313182,16949,0,PT6H31M24S,hd,TRUE,0.01916756593,0.01818349877,0.0009840671579,23484,1381
"CSS Tutorial for Beginners | Complete CSS with Project, Notes & Code",Apna College,2023-06-04 16:32:22+00:00,27,15010531,177335,12936,0,PT7H18M24S,hd,FALSE,0.01267583321,0.0118140383,0.0008617949051,26304,897
JavaScript Course for Beginners – Your First Step to Web Development,Programming with Mosh,2018-04-24 02:37:33+00:00,22,14584557,249667,7611,0,PT48M17S,hd,TRUE,0.01764043861,0.01711858529,0.0005218533191,2897,2765
HTML Tutorial For Beginners In Hindi (With Notes) 🔥,CodeWithHarry,2021-03-17 02:55:23+00:00,27,14441676,348594,29772,0,PT3H11M12S,hd,TRUE,0.02619958887,0.02413805543,0.002061533435,11472,1707
HTML Tutorial for Beginners: HTML Crash Course,Programming with Mosh,2021-01-11 14:30:10+00:00,27,10401400,228665,6170,0,PT1H9M34S,hd,FALSE,0.02257724705,0.02198405772,0.0005931893213,4174,1771
"Introduction to HTML, CSS, JavaScript & How websites work? | Web Development Tutorials #1",CodeWithHarry,2019-12-25 08:12:47+00:00,27,8585440,217065,17155,0,PT18M27S,hd,TRUE,0.02728106803,0.02528291791,0.001998150124,1107,2155
"How I Learned to Code in 4 Months & Got a Job! (No CS Degree, No Bootcamp)",Tim Kim,2023-06-13 18:52:08+00:00,22,8353887,406991,8924,0,PT9M51S,hd,TRUE,0.04978699738,0.04871875227,0.001068245109,591,888
Introduction to Web Development | World's most premium Web Development Course | Lecture 0 (Reupload),Apna College,2020-12-12 13:59:05+00:00,22,7247716,183565,6493,0,PT11M8S,hd,FALSE,0.02622315413,0.02532728582,0.0008958683127,668,1801
JavaScript Tutorial Full Course - Beginner to Pro,SuperSimpleDev,2024-05-09 07:28:14+00:00,27,7193467,144353,8418,0,PT22H15M57S,hd,FALSE,0.02123746154,0.02006723322,0.001170228324,80157,558
How To Make Website Using HTML & CSS | Full Responsive Multi Page Website Design Step by Step,GreatStack,2021-03-15 14:00:12+00:00,27,7088755,148681,5017,0,PT1H11M59S,hd,FALSE,0.0216819425,0.02097420196,0.0007077405401,4319,1708
Installing VS Code & How Websites Work | Sigma Web Development Course - Tutorial #1,CodeWithHarry,2023-09-26 14:39:53+00:00,27,6385911,157559,38775,0,PT31M20S,hd,TRUE,0.03074486463,0.02467290498,0.006071959651,1880,783
Web Development Full Course - 10 Hours | Web Development Course Roadmap 2024 | Edureka,edureka!,2019-07-28 08:30:00+00:00,27,6077042,123783,873,0,PT10H20M22S,hd,TRUE,0.02051260786,0.02036895247,0.0001436553929,37222,2305
"JavaScript Tutorial (2024) for Beginners to Pro (with Notes, Projects & Practice Questions)",Apna College,2023-12-21 14:39:41+00:00,27,5617709,69149,3693,0,PT11H47M14S,hd,FALSE,0.01296649346,0.01230910816,0.0006573853047,42434,697
How To Create A Website using HTML & CSS | Step-by-Step Tutorial,PROROZ,2021-05-16 12:06:59+00:00,24,5568555,86786,3148,0,PT27M19S,hd,TRUE,0.01615032694,0.01558500983,0.0005653171127,1639,1646
The Website 💀 #designer #developer #web #shorts,NEXOS CREATOR,2025-06-14 11:13:11+00:00,28,14690733,187283,1135,0,PT10S,hd,FALSE,0.01282563553,0.01274837595,7.73E-05,10,156
Power of CSS 😍 #csstutorial #codinglover #coder #codingshortvideo #viral #trading,Code with Patel,2024-06-17 04:30:19+00:00,27,6002238,283396,2207,0,PT14S,hd,FALSE,0.04758274371,0.04721504758,0.0003676961214,14,519
Free open source UI elements for any project #productivity #webdevelopment #webdesign #uidesign,SetupsAI,2024-12-01 10:52:28+00:00,22,5367300,229221,519,0,PT15S,hd,FALSE,0.04280363632,0.04270693967,9.67E-05,15,351
HTML & CSS Full Course for free 🌎,Bro Code,2023-05-31 14:00:57+00:00,27,4739137,117684,3920,0,PT4H2M43S,hd,FALSE,0.02565951867,0.02483236403,0.0008271546429,14563,901
the untold history of web development,Fireship,2023-12-20 23:50:43+00:00,28,4985330,285142,3966,0,PT54S,hd,FALSE,0.05799173616,0.05719620222,0.0007955339375,54,698
Web Developer's Life be Like!,Copper Digital,2022-11-22 12:28:42+00:00,28,5143180,88139,776,0,PT9S,hd,FALSE,0.01728793912,0.01713705973,0.0001508793877,9,1091
HTML Tutorial: Installing VS Code & Live Server | Web Development Tutorials #2,CodeWithHarry,2019-12-25 14:30:02+00:00,27,4497660,122886,4231,0,PT17M50S,hd,TRUE,0.02826291266,0.02732220147,0.000940711183,1070,2154
HTML Tutorial - How to Make a Super Simple Website,freeCodeCamp.org,2018-04-25 16:57:22+00:00,27,4067688,84097,2444,0,PT33M24S,hd,TRUE,0.02127522532,0.02067439276,0.0006008325612,2004,2763
Learn HTML – Full Tutorial for Beginners,freeCodeCamp.org,2022-03-08 16:34:38+00:00,27,3975980,71697,2399,0,PT4H7M30S,hd,TRUE,0.01863590394,0.01803253084,0.0006033731047,14850,1350
How to Start Web Development? Complete Roadmap for FullStack Developer | 2022,Apna College,2022-04-16 15:16:43+00:00,27,3938455,172533,4196,0,PT15M41S,hd,FALSE,0.04487266076,0.04380726864,0.001065392123,941,1311
5 Websites for Freelancing,Apna College,2022-11-08 13:22:50+00:00,27,4131945,323026,531,0,PT31S,hd,FALSE,0.07830620245,0.07817769158,0.000128510876,31,1105
Web Design for Beginners | FREE COURSE,Envato Tuts+,2022-04-13 15:00:14+00:00,27,3905223,111386,1648,0,PT5H18M44S,hd,FALSE,0.0289443064,0.02852230756,0.0004219988405,19124,1314
Belajar Membuat WEBSITE Dari 0 Sampai Di PUBLISH Untuk Pemula,Dea Afrizal,2022-07-15 01:26:15+00:00,27,3844534,109166,4936,0,PT1H55M35S,hd,TRUE,0.0296790119,0.0283951115,0.001283900394,6935,1222
Learn Web Design For Beginners - Full Course,Flux Academy,2024-02-02 12:00:44+00:00,27,3801506,79205,1850,0,PT3H7M31S,hd,FALSE,0.02132180738,0.02083515827,0.0004866491105,11251,654
Created Reptile | HTML | CSS | Javascript #youtubeshorts #trending #coding #animation #ai #learning,Shivin tutorial,2024-08-19 02:52:59+00:00,27,4083328,159126,1667,0,PT15S,hd,FALSE,0.03937791934,0.03896967401,0.0004082453312,15,456
What a typical day of a programmer can look like 💻 #coder #softwareengineer,Khris Sheer,2022-11-10 00:47:29+00:00,28,4043430,88785,1257,0,PT10S,hd,FALSE,0.02226871189,0.02195783729,0.0003108746013,10,1104
"Frontend Web Development Bootcamp Course (JavaScript, HTML, CSS)",freeCodeCamp.org,2022-08-24 13:07:36+00:00,27,3461568,98513,2028,0,PT21H14M42S,hd,FALSE,0.02904492154,0.02845906004,0.0005858614981,76482,1181
"Full Stack ""Web Development"" Full Course - in 28 Hours | Learn Web Developer in 2025 with Projects",WsCube Tech,2023-01-01 13:30:04+00:00,27,3306774,88856,1775,0,P1DT4H16M48S,hd,FALSE,0.02740767062,0.02687089385,0.0005367767689,101808,1051
Learn HTML in 1 hour 🌎,Bro Code,2021-09-01 14:02:11+00:00,28,3230896,127708,4154,0,PT1H,hd,FALSE,0.04081281452,0.03952710346,0.001285711058,3600,1538
Django Tutorial for Beginners – Build Powerful Backends,Programming with Mosh,2021-06-28 14:00:31+00:00,27,3224478,53881,2252,0,PT1H2M36S,hd,FALSE,0.01740839373,0.01670998633,0.0006984074016,3756,1603
Building AMAZON Clone for Beginners | Project using HTML & CSS,Apna College,2023-06-21 17:15:09+00:00,27,3220239,58024,2160,0,PT1H41M16S,hd,FALSE,0.01868929024,0.01801853278,0.0006707574591,6076,880
Roadmap to Web Development | for Students,Apna College,2023-10-17 14:20:06+00:00,27,3496105,251348,620,0,PT59S,hd,FALSE,0.07207104132,0.07189370116,0.0001773401607,59,762
Learn web development as an absolute beginner,Coder Coder,2019-11-24 22:38:49+00:00,28,3132228,159848,3873,0,PT12M57S,hd,TRUE,0.0522698053,0.05103330567,0.00123649963,777,2185
How virus is created #webdevelopment #frontend #html #css #javascript #coding #javascripttricks,Yashu Developer,2025-03-05 14:16:41+00:00,20,5033334,0,1907,0,PT42S,hd,FALSE,0.0003788740467,0,0.0003788740467,42,257
Squares | HTML CSS,Learning Axis,2023-03-24 02:48:08+00:00,27,3206600,155055,970,0,PT1M,hd,FALSE,0.04865744132,0.04835494032,0.0003025009972,60,970
Figma tutorial for Beginners: Complete Website from Start to Finish,Flux Academy,2022-05-20 18:00:05+00:00,27,2961361,62725,1363,0,PT43M21S,hd,FALSE,0.02164139339,0.0211811322,0.0004602611906,2601,1277
Mastering HTML Basics and Beyond | Your Ultimate Guide to Begin Web Development 💻 in Tamil | EMC,Error Makes Clever,2023-08-08 12:36:00+00:00,27,2947915,66838,2969,0,PT1H39M38S,hd,FALSE,0.02368011843,0.02267296626,0.001007152171,5978,832
"Full Stack Web Development for Beginners (Full Course on HTML, CSS, JavaScript, Node.js, MongoDB)",freeCodeCamp.org,2022-11-01 16:39:15+00:00,27,2940155,67114,1405,0,PT7H29M12S,hd,FALSE,0.02330454575,0.02282667994,0.0004778658003,26952,1112
How to OVER Engineer a Website // What is a Tech Stack?,Fireship,2021-09-24 14:41:18+00:00,28,2866314,119805,3046,0,PT11M20S,hd,FALSE,0.04286025786,0.04179756935,0.001062688504,680,1515
How to become a UI UX Designer?,Apna College,2023-05-11 15:31:17+00:00,27,2934852,202027,565,0,PT57S,hd,FALSE,0.06902969246,0.06883717856,0.000192513901,57,921
Benefits of being developer #webdevelopment #frontend #html #javascript #coding #javascripttricks,Yashu Developer,2025-02-13 13:53:04+00:00,27,4449781,170742,962,0,PT21S,hd,FALSE,0.03858705887,0.03837086851,0.0002161903662,21,277
Full Course Web Development [22 Hours] | Learn Full Stack Web Development From Scratch,Mehul - Codedamn,2022-04-26 05:00:18+00:00,27,2587161,87862,1030,0,PT21H48M35S,hd,TRUE,0.03435888437,0.03396076473,0.0003981196384,78515,1302
Python Backend Web Development Course (with Django),freeCodeCamp.org,2021-07-01 16:51:03+00:00,27,2585150,57094,1185,0,PT10H11M52S,hd,TRUE,0.02254375083,0.02208536368,0.0004583871503,36712,1600
Robot Vs Human Bake Off #shorts #artificialintelligence #cake #chocolate #chatgpt,Patrick Zeinali,2022-12-12 17:06:29+00:00,26,98730965,3596119,11101,0,PT59S,hd,FALSE,0.03653585239,0.03642341553,0.000112436862,59,1071
ARE THEY ROBOTS OR REAL PEOPLE!!😳🤖 #shorts #ai #robot #scary #artificialintelligence,Katie Feeney,2023-09-12 17:15:19+00:00,22,46409061,1784909,37090,0,PT9S,hd,FALSE,0.03925955237,0.03846035501,0.0007991973637,9,797
Future of AI: Robots Giving Birth in Hospitals? 🏥👶 #robots #robot,Future Ai Robots,2025-03-19 11:01:40+00:00,28,55810726,176252,1049,0,PT8S,hd,FALSE,0.003176826562,0.003158030893,1.88E-05,8,243
What if Rocks had Artificial Intelligence? + more videos | #aumsum #kids #children #cartoon #whatif,AumSum's Science,2024-07-05 11:30:08+00:00,27,16861575,7681,0,0,PT10M18S,hd,FALSE,0.000455532745,0.000455532745,0,618,500
"Robots Harvesting Rice Artificial Intelligence Robots can also work to harvest rice, which is grea",Robot Work 4.0,2024-10-22 00:23:55+00:00,22,16557591,195928,701,0,PT12S,hd,FALSE,0.0118754587,0.01183312163,4.23E-05,12,392
The Truth about Artificial Intelligence and ChatGPT | Dhruv Rathee,Dhruv Rathee,2023-07-16 15:05:29+00:00,27,13034740,524968,31504,0,PT22M37S,hd,TRUE,0.04269145049,0.04027452483,0.00241692566,1357,855
"Meet Chloe, the World's First Self-Learning Female AI Robot",AI Insider SHORTZ,2023-08-01 12:00:48+00:00,22,12056983,334725,27813,0,PT31S,hd,FALSE,0.0300687137,0.02776191791,0.002306795796,31,839
2025 Humanoid Robot Exhibition Beyond Imagination #IRC #aiart,미유 (MIUU AI) 룩북 SPORTS LOOKBOOK AIルックブック,2025-06-08 13:02:22+00:00,17,26966112,168947,1321,0,PT13S,hd,FALSE,0.006314146944,0.006265159536,4.90E-05,13,162
Artificial Intelligence: Last Week Tonight with John Oliver (HBO),LastWeekTonight,2023-02-27 07:30:08+00:00,24,11451321,204253,11346,0,PT27M53S,hd,TRUE,0.0188274332,0.01783663057,0.000990802634,1673,995
Godfather of AI: They Keep Silencing Me But I’m Trying to Warn Them!,The Diary Of A CEO,2025-06-16 07:00:44+00:00,22,11360377,251223,28723,0,PT1H30M8S,hd,FALSE,0.02464231384,0.02211396487,0.002528348969,5408,155
A.I. ‐ Humanity's Final Invention?,Kurzgesagt – In a Nutshell,2024-08-06 14:00:09+00:00,27,11108848,306156,21118,0,PT16M43S,hd,TRUE,0.0294606579,0.02755965087,0.001901007026,1003,468
The AI Safety Expert: These Are The Only 5 Jobs That Will Remain In 2030! - Dr. Roman Yampolskiy,The Diary Of A CEO,2025-09-04 07:00:34+00:00,22,10040019,218333,41609,0,PT1H27M38S,hd,FALSE,0.02589058588,0.02174627142,0.004144314454,5258,75
How much does an AI ENGINEER make?,Broke Brothers,2023-05-20 11:30:11+00:00,22,9936719,308144,2420,0,PT36S,hd,FALSE,0.03125417643,0.0310106353,0.0002435411283,36,912
Buy an AI Humanoid Robot to Take Care of Your Baby #robot #ai #shorts,AI Robot Lab,2025-05-16 07:45:12+00:00,24,18874582,98577,613,0,PT26S,hd,FALSE,0.00525521544,0.005222737901,3.25E-05,26,186
AI ने कही परेशान करने वाली चीज़ें 😨 DISTURBING THINGS SAID BY A.I. 🤯 #factsdastan #shorts,Facts Dastan,2023-01-03 14:29:58+00:00,24,9493369,979425,1407,0,PT1M,hd,FALSE,0.1033175785,0.1031693698,0.0001482086972,60,1049
Ai Made In China,Plan3,2024-02-09 17:00:42+00:00,1,9714997,698879,3434,0,PT39S,hd,FALSE,0.07229162579,0.07193815171,0.000353474082,39,647
Artificial Intelligence | 60 Minutes Full Episodes,60 Minutes,2023-12-30 13:00:02+00:00,25,9118589,95272,8037,0,PT53M30S,hd,FALSE,0.01132949283,0.01044810656,0.000881386267,3210,688
It Begins: An AI Literally Attempted Murder To Avoid Shutdown,Species | Documenting AGI,2025-10-01 17:58:17+00:00,27,8941707,378276,36040,0,PT13M55S,hd,TRUE,0.04633521918,0.04230466931,0.004030549868,835,47
AI Wisdom vs Human Wisdom: Sophia Robot’s Surprising Answer!,AITube,2024-04-01 16:30:52+00:00,28,9089745,262444,10216,0,PT37S,hd,TRUE,0.02999643774,0.02887253395,0.001123903792,37,595
AI Slop Is Destroying The Internet,Kurzgesagt – In a Nutshell,2025-10-07 14:00:17+00:00,27,8567809,724455,35714,0,PT12M14S,hd,TRUE,0.08872383958,0.08455544649,0.00416839309,734,41
